Date,ASTRAMICRO
20130102,0.8000737195733679
20130103,0.32314876571024337
20130104,-2.0407976779494557
20130107,2.001055533787258
20130108,0.6636076981430594
20130109,0.4489950864574972
20130110,0.6820436772475016
20130111,-0.8212702113169252
20130114,2.009200409636622
20130115,-1.2058840428373423
20130116,0.43785715702970585
20130117,-0.00956907282181857
20130118,1.5723858751166557
20130121,0.25354359300108376
20130122,-0.47070083827201165
20130123,-1.4241821986005214
20130124,-0.391144566517015
20130125,1.2854630980854584
20130128,1.205542595509793
20130129,-1.5896718620983588
20130130,-2.249011788236483
20130131,3.248269956247216
20130201,-4.4260432558995575
20130204,0.2418406150915211
20130205,-1.3033932563528579
20130206,-0.3159297028599474
20130207,-0.2031392840617695
20130208,-0.4625603763227755
20130211,-0.5816736664911634
20130212,-0.39645204670800116
20130213,0.3702419501558941
20130214,-1.6303969335323945
20130215,-0.9421950026131997
20130218,0.657509966850546
20130219,2.44138630112048
20130220,-1.076702076192515
20130221,-1.2774284156847444
20130222,-0.039594737809067804
20130225,0.7892793749756482
20130226,-0.6353727139800116
20130227,-1.2557688830251792
20130228,-1.0101820721989887
20130301,-1.1092162687393072
20130304,-1.8256919244764054
20130305,0.7496481266605852
20130306,1.5591265962668606
20130307,-0.7095470169051294
20130308,0.7969811812444211
20130311,0.8080346692797613
20130312,-1.863929487306483
20130313,-0.5526532538981951
20130314,-0.12988742167209838
20130315,-0.26780524362893865
20130318,-2.2149178450422067
20130319,0.43259984575757815
20130320,-2.4133664189960173
20130321,-1.261896646317981
20130322,-1.0836843759405828
20130325,-0.49378070707850674
20130326,-0.035887434409295704
20130328,2.7513963964170243
20130401,0.44705843260151257
20130402,0.44003192853774187
20130403,-1.372449628918297
20130404,-2.4667753420464456
20130405,1.8237934964751326
20130408,1.383579672132728
20130409,-0.28942926110540335
20130410,0.7540154600666056
20130411,-1.17750158209691
20130412,-0.8682891662225645
20130415,0.09163881584186745
20130416,0.8986576033797697
20130417,0.7607474276927306
20130418,1.0856750829553887
20130422,-0.7903981061974777
20130423,0.7377195739588764
20130425,-0.20751286756665216
20130426,0.4364259463213951
20130429,-6.987092519101376
20130430,4.679686130074313
